frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,pitch,yaw,roll,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
7453,0.74696,-0.12914,-0.65221,-0.00056004,0.98083,-0.19484,0.66487,0.14591,0.73257,14.894,-40.709,9.8085,0.091589,-0.35402,0.03456,0.9301,0.24936,-0.96383,0.094091,43.099,74.555,122.24,-607.28,0.081349,0.17768,-0.62159,0.0012877,0.19848,-0.62162,0.019229,0.19389,-0.65813,0.09136,0.16692,-0.69321
7455,0.75964,-0.12734,-0.63775,0.002058,0.98111,-0.19345,0.65034,0.14564,0.74556,14.546,-39.624,9.5162,0.090803,-0.34493,0.034651,0.93358,0.25338,-0.96252,0.096694,41.999,73.404,122.43,-606.12,0.080448,0.17785,-0.62039,0.0003599,0.19863,-0.62195,0.019018,0.19398,-0.65809,0.091964,0.16731,-0.6916
7457,0.77513,-0.12398,-0.61952,0.0012292,0.98085,-0.19475,0.6318,0.15019,0.76044,14.364,-38.281,9.087,0.091973,-0.33365,0.033384,0.93761,0.26452,-0.95959,0.096014,40.693,72.34,122.65,-604.75,0.079377,0.17813,-0.61879,-0.00072267,0.1984,-0.62227,0.018776,0.19393,-0.65793,0.092429,0.16751,-0.6898
7459,0.78687,-0.12385,-0.60456,0.0050861,0.98092,-0.19433,0.6171,0.14984,0.77249,14.121,-37.197,8.9449,0.09146,-0.32464,0.034264,0.94078,0.26978,-0.9576,0.10107,39.634,70.861,122.85,-603.07,0.078257,0.17824,-0.61726,-0.0017936,0.19866,-0.62225,0.018428,0.19394,-0.65759,0.092857,0.16782,-0.68797
7462,0.80951,-0.12125,-0.57445,0.0060131,0.9801,-0.1984,0.58707,0.15715,0.79413,14.027,-35.061,8.5186,0.093909,-0.30678,0.033613,0.94654,0.29111,-0.951,0.1042,37.639,69.046,123.26,-601.1,0.076491,0.17875,-0.61489,-0.0034114,0.19846,-0.62292,0.018183,0.194,-0.65745,0.093761,0.16785,-0.68511
7464,0.82362,-0.12224,-0.55381,0.010087,0.9795,-0.2012,0.56705,0.16012,0.80797,13.983,-33.629,8.4421,0.095071,-0.29492,0.034818,0.95014,0.3049,-0.94582,0.11166,36.337,67.446,123.57,-599.28,0.075283,0.17894,-0.61336,-0.0044381,0.19869,-0.6234,0.018026,0.19389,-0.65746,0.094332,0.16805,-0.68317
7470,0.85509,-0.11422,-0.50575,0.015945,0.98076,-0.19455,0.51824,0.15829,0.84046,13.033,-30.381,7.6087,0.092013,-0.26703,0.033945,0.95869,0.32345,-0.93869,0.11933,33.054,63.436,123.67,-595.87,0.071714,0.17918,-0.60905,-0.0074518,0.19852,-0.62362,0.017001,0.19413,-0.65629,0.094805,0.16878,-0.67762
7476,0.87689,-0.11301,-0.46722,0.02373,0.98096,-0.19275,0.48011,0.15793,0.86288,12.592,-27.854,7.3438,0.090899,-0.24556,0.035446,0.96446,0.34402,-0.92933,0.13415,30.642,60.346,123.72,-593.24,0.069123,0.17928,-0.60592,-0.009354,0.19854,-0.62401,0.01652,0.19426,-0.65553,0.095269,0.1689,-0.67335
7479,0.88717,-0.10908,-0.44837,0.0217,0.98045,-0.19559,0.46094,0.16379,0.87219,12.64,-26.639,7.0096,0.092919,-0.2351,0.033814,0.96693,0.36432,-0.92179,0.13258,29.553,59.085,124.02,-592.19,0.067737,0.17962,-0.60477,-0.010426,0.19828,-0.62457,0.016119,0.19414,-0.65548,0.095297,0.16913,-0.67155
7482,0.89611,-0.11184,-0.42951,0.027405,0.97983,-0.19796,0.44299,0.16562,0.8811,12.663,-25.437,7.1141,0.093789,-0.22507,0.035919,0.96915,0.38054,-0.91321,0.14574,28.536,57.341,124.18,-590.97,0.066416,0.17969,-0.60368,-0.011296,0.19848,-0.62513,0.015881,0.19409,-0.65553,0.095473,0.16902,-0.66993
7512,0.95835,-0.10258,-0.26655,0.043585,0.97487,-0.21846,0.28226,0.19774,0.93874,13.1,-15.459,6.1095,0.10576,-0.13945,0.03714,0.98386,0.59109,-0.77944,0.20758,20.613,44.905,126.89,-588.26,0.055048,0.18224,-0.60083,-0.018123,0.19873,-0.63578,0.013927,0.19418,-0.66089,0.095125,0.17059,-0.6607
7516,0.96366,-0.10053,-0.24751,0.045784,0.97494,-0.21773,0.26319,0.19848,0.9441,12.986,-14.33,5.9556,0.10561,-0.12959,0.037127,0.98523,0.61672,-0.75674,0.2168,19.721,43.393,127.18,-588.06,0.053818,0.18248,-0.60063,-0.018666,0.19891,-0.63702,0.013854,0.19424,-0.66152,0.095065,0.17109,-0.6596
7520,0.96809,-0.099513,-0.23001,0.047727,0.9742,-0.2206,0.24603,0.20258,0.94785,13.102,-13.298,5.869,0.10728,-0.12068,0.037326,0.98617,0.64733,-0.72818,0.22522,19.079,42.094,127.49,-587.7,0.052663,0.18274,-0.60033,-0.019227,0.19891,-0.63806,0.013795,0.19417,-0.66197,0.095017,0.17124,-0.65847
7523,0.97309,-0.098066,-0.20852,0.050948,0.97409,-0.22035,0.22473,0.2038,0.95287,13.021,-12.036,5.7547,0.10739,-0.10969,0.037728,0.98743,0.67934,-0.69392,0.23867,18.19,40.424,127.69,-587.06,0.051317,0.18289,-0.59967,-0.019795,0.19901,-0.639,0.013799,0.19412,-0.66219,0.094936,0.17157,-0.65677
7526,0.97712,-0.097462,-0.18905,0.053599,0.97298,-0.22457,0.20583,0.2093,0.95594,13.22,-10.898,5.6961,0.10976,-0.099902,0.038217,0.98819,0.71619,-0.65184,0.24936,17.632,39.162,128.11,-586.33,0.05008,0.18332,-0.59888,-0.020232,0.19901,-0.63964,0.013771,0.19422,-0.66218,0.09486,0.17163,-0.65526
7529,0.98044,-0.095592,-0.17204,0.056801,0.97436,-0.21768,0.18844,0.20365,0.96074,12.767,-9.9066,5.5687,0.10646,-0.091088,0.038507,0.98939,0.73268,-0.62686,0.265,16.71,37.358,128.06,-586.04,0.048695,0.18324,-0.59832,-0.020911,0.19928,-0.64025,0.013512,0.19437,-0.66219,0.094521,0.17216,-0.65372
7532,0.98352,-0.092039,-0.15564,0.055962,0.97344,-0.22202,0.17194,0.20965,0.96254,12.988,-8.9539,5.3463,0.10902,-0.082732,0.037379,0.98989,0.76845,-0.58316,0.26347,16.312,35.832,128.58,-585.32,0.047071,0.18377,-0.59766,-0.02193,0.19924,-0.64079,0.012891,0.19443,-0.6622,0.09388,0.17255,-0.6524
7535,0.98693,-0.087543,-0.13527,0.056095,0.97369,-0.22087,0.15105,0.2104,0.96588,12.881,-7.7742,5.069,0.10882,-0.072246,0.036244,0.99077,0.80278,-0.53296,0.26737,15.581,33.552,128.76,-584.8,0.044827,0.18398,-0.59695,-0.023293,0.19915,-0.64147,0.011947,0.19446,-0.66213,0.092723,0.17303,-0.65065
7539,0.99069,-0.081974,-0.10866,0.056076,0.97322,-0.22293,0.12403,0.21477,0.96876,12.959,-6.2383,4.7301,0.11036,-0.058669,0.034807,0.99155,0.85061,-0.45221,0.26828,14.909,30.735,129.32,-583.99,0.042014,0.18456,-0.59606,-0.025028,0.19917,-0.64244,0.010812,0.1946,-0.6622,0.091453,0.17371,-0.64852
7542,0.99278,-0.076806,-0.092183,0.055353,0.97481,-0.21607,0.10646,0.20941,0.97202,12.533,-5.2892,4.4239,0.10718,-0.050039,0.033292,0.99242,0.87223,-0.40721,0.27093,14.117,28.658,129.29,-583.74,0.040147,0.18455,-0.59551,-0.026164,0.19928,-0.64297,0.010019,0.19473,-0.6621,0.09046,0.1745,-0.64699
7544,0.99449,-0.073309,-0.074981,0.055791,0.97533,-0.21361,0.08879,0.20825,0.97404,12.369,-4.3001,4.216,0.10621,-0.041233,0.032504,0.99296,0.89645,-0.34802,0.27434,13.609,26.433,129.38,-583.35,0.038135,0.18462,-0.59502,-0.027401,0.19931,-0.64356,0.0091941,0.1947,-0.66212,0.089445,0.17498,-0.64549
7547,0.99623,-0.067017,-0.055023,0.053914,0.97572,-0.21227,0.067912,0.2085,0.97566,12.274,-3.1542,3.8485,0.10589,-0.030937,0.030433,0.99343,0.9253,-0.27035,0.26594,13.142,24.614,129.56,-583.11,0.036021,0.18494,-0.59438,-0.02857,0.19913,-0.64422,0.0083337,0.19494,-0.66202,0.088355,0.17549,-0.6439
7549,0.99728,-0.064042,-0.036367,0.055002,0.97604,-0.21052,0.048977,0.20794,0.97691,12.161,-2.0841,3.6743,0.10527,-0.02147,0.029948,0.99376,0.94385,-0.1925,0.26851,12.808,22.107,129.74,-582.54,0.033883,0.18505,-0.59382,-0.029833,0.19926,-0.64485,0.0074573,0.19488,-0.66199,0.08717,0.17607,-0.64217
7552,0.99812,-0.059527,-0.014659,0.055028,0.97533,-0.21378,0.027023,0.21257,0.97677,12.345,-0.83995,3.413,0.10726,-0.010486,0.028819,0.99376,0.96147,-0.093999,0.25833,12.81,20.112,130.19,-581.89,0.031841,0.18551,-0.59314,-0.030854,0.19918,-0.64562,0.0068104,0.19493,-0.66197,0.086213,0.17654,-0.64051
7554,0.99855,-0.053423,0.006485,0.053592,0.97618,-0.21025,0.0049016,0.21029,0.97763,12.137,0.37157,3.0624,0.10577,0.00039823,0.026914,0.99403,0.96911,0.0036488,0.24661,12.531,18.184,130.24,-581.56,0.029961,0.18561,-0.59254,-0.031666,0.1991,-0.64628,0.0063651,0.19498,-0.66187,0.0853,0.17722,-0.6386
7557,0.99846,-0.048687,0.026733,0.053112,0.97774,-0.20301,-0.016254,0.20411,0.97881,11.717,1.5319,2.7917,0.10236,0.010808,0.025594,0.99436,0.96508,0.1019,0.24131,12.177,16.551,130.02,-581.62,0.028293,0.1855,-0.59202,-0.032234,0.19904,-0.64691,0.0060811,0.19519,-0.66166,0.084666,0.17766,-0.63681
7559,0.99793,-0.046176,0.044772,0.054333,0.97775,-0.20262,-0.034419,0.20464,0.97823,11.702,2.5661,2.6493,0.10241,0.019913,0.025273,0.99422,0.95402,0.18551,0.23545,12.324,15.22,130.11,-581.37,0.026882,0.18566,-0.59149,-0.032686,0.19896,-0.64751,0.0058771,0.19531,-0.66155,0.084082,0.17784,-0.63538
7562,0.99703,-0.043419,0.063548,0.055527,0.97754,-0.20328,-0.053295,0.20621,0.97706,11.753,3.6435,2.4936,0.103,0.029389,0.024888,0.99394,0.93666,0.26727,0.22633,12.626,13.477,130.36,-580.97,0.025328,0.18587,-0.59106,-0.033214,0.19898,-0.64821,0.005606,0.19529,-0.66155,0.083354,0.17825,-0.63387
7564,0.9959,-0.03663,0.082747,0.052595,0.97841,-0.19989,-0.073639,0.20342,0.97632,11.571,4.7465,2.1064,0.10146,0.03934,0.022445,0.99381,0.91314,0.35407,0.20201,12.758,12.249,130.13,-581.2,0.023782,0.1858,-0.59085,-0.033727,0.19858,-0.64912,0.0053225,0.1953,-0.66165,0.082578,0.1786,-0.63259
7567,0.99427,-0.034218,0.10124,0.054334,0.97763,-0.20318,-0.092023,0.20752,0.97389,11.785,5.8106,1.971,0.10338,0.048647,0.022289,0.9932,0.88808,0.4179,0.19148,13.37,10.429,130.62,-580.58,0.02226,0.18619,-0.59041,-0.034229,0.19871,-0.6498,0.0051053,0.19526,-0.66165,0.081903,0.17909,-0.63089
7569,0.99194,-0.031957,0.12257,0.056144,0.97833,-0.19929,-0.11355,0.20457,0.97224,11.584,7.0406,1.8452,0.1017,0.059459,0.022185,0.99279,0.84837,0.49601,0.18507,13.77,8.6568,130.58,-580.51,0.020583,0.1862,-0.58995,-0.034608,0.19875,-0.65043,0.0049852,0.1954,-0.66149,0.081151,0.1794,-0.6292
7572,0.98878,-0.030533,0.14623,0.059362,0.97859,-0.19707,-0.13708,0.20354,0.96942,11.491,8.4084,1.7687,0.10095,0.071393,0.022653,0.99207,0.80309,0.56795,0.18021,14.443,6.6362,130.71,-580.24,0.018865,0.1863,-0.58943,-0.034875,0.1989,-0.6512,0.0049628,0.19548,-0.66133,0.080382,0.17976,-0.62725
7574,0.9851,-0.028476,0.16962,0.062026,0.97866,-0.19592,-0.16042,0.20352,0.96584,11.467,9.7659,1.6558,0.10075,0.083248,0.022827,0.99116,0.7594,0.62746,0.17206,15.248,4.8514,130.76,-580.16,0.017134,0.18639,-0.58905,-0.035146,0.19884,-0.65209,0.0049037,0.19554,-0.66124,0.079505,0.17992,-0.62531
7576,0.98218,-0.023361,0.1865,0.06016,0.97912,-0.19418,-0.17807,0.20193,0.96307,11.399,10.749,1.3625,0.099977,0.092018,0.021081,0.9905,0.72709,0.66921,0.15331,15.807,3.779,130.63,-580.3,0.015855,0.18635,-0.58891,-0.03537,0.19853,-0.6528,0.0048176,0.19551,-0.66126,0.078878,0.1802,-0.62414
7579,0.97651,-0.021605,0.21438,0.064213,0.97893,-0.19384,-0.20567,0.20306,0.95732,11.447,12.379,1.2674,0.10033,0.10618,0.021692,0.98904,0.67935,0.71896,0.14689,16.985,1.5618,130.72,-580.4,0.013603,0.1865,-0.58866,-0.035832,0.19843,-0.65405,0.0045942,0.19561,-0.6613,0.077586,0.18026,-0.62218
7582,0.97263,-0.015749,0.23184,0.061906,0.9792,-0.1932,-0.22397,0.20226,0.95338,11.456,13.405,0.92767,0.10006,0.11533,0.019648,0.98808,0.64997,0.74916,0.12763,17.711,0.28015,130.69,-580.56,0.012156,0.18653,-0.58864,-0.036188,0.19816,-0.65495,0.0043778,0.19556,-0.66146,0.076727,0.18065,-0.62082
7584,0.96823,-0.013987,0.24969,0.063805,0.97921,-0.19257,-0.2418,0.20238,0.94899,11.471,14.459,0.82761,0.10004,0.12449,0.019705,0.98697,0.62168,0.77364,0.12245,18.521,-1.4325,130.92,-580.6,0.010783,0.1867,-0.58861,-0.036324,0.19833,-0.65575,0.0043444,0.19557,-0.66159,0.075999,0.18112,-0.61964
7588,0.96222,-0.014283,0.27191,0.068545,0.97917,-0.19113,-0.26352,0.20254,0.94315,11.456,15.778,0.85043,0.09987,0.13583,0.021012,0.98546,0.58782,0.79948,0.12368,19.564,-2.6524,130.82,-580.82,0.0095505,0.18665,-0.58847,-0.036006,0.19821,-0.65673,0.0047604,0.1956,-0.66155,0.075393,0.1809,-0.61799
7591,0.95591,-0.018946,0.29306,0.077822,0.97858,-0.19058,-0.28317,0.20498,0.93691,11.498,17.041,1.1354,0.10052,0.14643,0.024591,0.98379,0.56061,0.81665,0.13714,20.659,-4.3057,130.93,-580.61,0.0083176,0.1867,-0.58803,-0.035657,0.19839,-0.65727,0.005201,0.1956,-0.66124,0.074859,0.18055,-0.61619
7594,0.94957,-0.018018,0.31304,0.079782,0.97937,-0.18564,-0.30324,0.20125,0.93142,11.272,18.243,1.0871,0.098455,0.15683,0.024888,0.98239,0.52695,0.83939,0.13321,21.537,-5.4616,130.76,-580.41,0.0072959,0.18655,-0.58741,-0.03524,0.19843,-0.65754,0.0056763,0.19566,-0.66063,0.074366,0.1807,-0.61416
7597,0.94416,-0.018367,0.32899,0.081861,0.98022,-0.18021,-0.31917,0.19707,0.92698,11.001,19.207,1.1145,0.096123,0.16514,0.025536,0.98124,0.49863,0.85663,0.13247,22.229,-6.0497,130.49,-580.33,0.0065873,0.18637,-0.58683,-0.03474,0.19841,-0.65757,0.0062129,0.19583,-0.65996,0.074161,0.18057,-0.6125
7600,0.93754,-0.018531,0.34739,0.085787,0.98006,-0.17924,-0.33714,0.19785,0.92043,11.02,20.328,1.1323,0.096241,0.17471,0.026624,0.97954,0.47826,0.86819,0.13231,23.218,-6.8998,130.44,-579.55,0.0059804,0.18629,-0.58587,-0.033974,0.19835,-0.65745,0.007037,0.19568,-0.65907,0.07404,0.18051,-0.61023
7604,0.93118,-0.025849,0.36363,0.095035,0.98021,-0.17368,-0.35195,0.19629,0.91521,10.746,21.323,1.5901,0.094565,0.1829,0.030898,0.97808,0.45419,0.87846,0.1484,24.035,-8.0935,130.36,-579.25,0.0055531,0.18606,-0.58519,-0.03306,0.19878,-0.65739,0.0079505,0.19563,-0.65837,0.074014,0.18015,-0.60826
7609,0.92126,-0.022476,0.3883,0.09666,0.98024,-0.17259,-0.37674,0.19654,0.90523,10.795,22.848,1.3975,0.094596,0.19605,0.030531,0.97554,0.43035,0.89191,0.13889,25.396,-8.7681,130.32,-578.88,0.004497,0.18616,-0.58445,-0.032223,0.19851,-0.65771,0.0087849,0.19575,-0.6575,0.073517,0.18018,-0.60577
7613,0.91298,-0.025462,0.40722,0.10222,0.9805,-0.16786,-0.395,0.19488,0.89777,10.591,24.03,1.5975,0.093149,0.206,0.032787,0.97356,0.40775,0.90175,0.14352,26.411,-9.9837,130.03,-578.19,0.0033233,0.1859,-0.58329,-0.031863,0.19846,-0.6573,0.0091389,0.19575,-0.65622,0.072786,0.17973,-0.60337
7617,0.90493,-0.031616,0.42438,0.11098,0.98026,-0.16363,-0.41082,0.19517,0.89058,10.411,25.111,2.0009,0.092327,0.21491,0.036693,0.97157,0.38995,0.9077,0.15498,27.391,-11.232,129.82,-577.36,0.0022383,0.18569,-0.58203,-0.031481,0.19852,-0.65673,0.0094773,0.19575,-0.65483,0.072059,0.17899,-0.60086
7621,0.8963,-0.029122,0.4425,0.10962,0.98143,-0.15744,-0.42969,0.18962,0.88284,10.112,26.263,1.8609,0.089485,0.22488,0.035772,0.96961,0.36575,0.91916,0.14621,28.324,-12.77,129.55,-576.87,0.00092461,0.1854,-0.58111,-0.031317,0.19853,-0.65637,0.0095886,0.19566,-0.65372,0.071165,0.17936,-0.59847
7625,0.88827,-0.034505,0.45802,0.11714,0.98122,-0.15326,-0.44413,0.18978,0.87563,9.9275,27.259,2.2246,0.08863,0.23308,0.03918,0.96762,0.35112,0.92338,0.15521,29.242,-14.146,129.33,-576.8,-0.00033865,0.18518,-0.58064,-0.031209,0.19855,-0.65646,0.0096444,0.19564,-0.65307,0.070138,0.1787,-0.59687
7628,0.87914,-0.034165,0.47534,0.12006,0.98113,-0.15154,-0.46119,0.19029,0.86665,9.9181,28.381,2.2255,0.088533,0.24256,0.039945,0.96526,0.33884,0.92834,0.15288,30.292,-15.773,129.42,-576.84,-0.0016514,0.1852,-0.58048,-0.031032,0.19862,-0.65686,0.0097705,0.19554,-0.65276,0.06919,0.17888,-0.59533
7631,0.8683,-0.032956,0.49494,0.12134,0.98159,-0.14751,-0.48097,0.18814,0.85632,9.7741,29.666,2.1736,0.087176,0.25346,0.040074,0.96258,0.32167,0.93524,0.14787,31.449,-17.468,129.38,-577.12,-0.003288,0.18517,-0.58038,-0.030968,0.19866,-0.65735,0.0097448,0.19559,-0.65236,0.067894,0.17907,-0.59358
7635,0.85609,-0.033352,0.51575,0.12696,0.98091,-0.14731,-0.50099,0.19159,0.84398,9.9008,31.048,2.231,0.088321,0.26497,0.041779,0.95929,0.31274,0.93825,0.14794,32.809,-19.42,129.66,-577.09,-0.0052079,0.18545,-0.58015,-0.031009,0.19872,-0.65784,0.0095575,0.19569,-0.65179,0.066261,0.17906,-0.59166
7638,0.84655,-0.037949,0.53096,0.13386,0.98058,-0.14335,-0.5152,0.19242,0.83519,9.7389,32.07,2.5667,0.087727,0.27333,0.04489,0.95686,0.30193,0.94073,0.1545,33.782,-20.949,129.53,-577.32,-0.0066501,0.18532,-0.58001,-0.031002,0.19875,-0.65815,0.0094454,0.19568,-0.65136,0.065005,0.17851,-0.59037
7641,0.83692,-0.033934,0.54627,0.13113,0.98144,-0.13993,-0.53139,0.18874,0.82584,9.6167,33.112,2.3218,0.086084,0.28226,0.043233,0.95449,0.28864,0.9464,0.14496,34.705,-22.188,129.45,-577.49,-0.007999,0.18529,-0.57988,-0.030983,0.19872,-0.65841,0.0093307,0.19576,-0.65092,0.063907,0.17895,-0.58884
7646,0.82495,-0.032384,0.56427,0.13153,0.98195,-0.13595,-0.54968,0.18637,0.81432,9.4778,34.352,2.248,0.084689,0.29269,0.043069,0.95147,0.27521,0.95114,0.13996,35.845,-23.351,129.24,-577.71,-0.0099419,0.18528,-0.5797,-0.03126,0.19849,-0.65882,0.0088522,0.19611,-0.65026,0.062072,0.17871,-0.58723
7650,0.81407,-0.028741,0.58006,0.1303,0.98235,-0.1342,-0.56597,0.18483,0.80344,9.4825,35.455,2.022,0.084073,0.30201,0.041913,0.94866,0.26582,0.95487,0.13252,36.877,-25.115,129.23,-577.86,-0.011644,0.18527,-0.57963,-0.031492,0.19844,-0.65917,0.008468,0.19604,-0.64988,0.060544,0.17914,-0.58576
7653,0.80348,-0.030043,0.59457,0.13079,0.98323,-0.12706,-0.58078,0.17985,0.79394,9.0923,36.482,2.1414,0.081096,0.31057,0.042497,0.94613,0.25047,0.95919,0.13125,37.784,-26.43,128.84,-578.29,-0.013177,0.18494,-0.57956,-0.031603,0.1984,-0.65932,0.0081918,0.19614,-0.64932,0.059184,0.17888,-0.58443
7656,0.79258,-0.034823,0.60878,0.1401,0.98206,-0.12623,-0.59346,0.18534,0.78323,9.1552,37.501,2.5158,0.082589,0.31869,0.04637,0.94312,0.24842,0.95856,0.13947,38.837,-28.375,129.02,-578.07,-0.014947,0.18508,-0.57919,-0.031854,0.19844,-0.65933,0.0077191,0.19609,-0.64858,0.05743,0.17834,-0.58285
7659,0.78026,-0.036146,0.62441,0.1413,0.9827,-0.11969,-0.60928,0.18162,0.77187,8.814,38.639,2.6523,0.080129,0.32809,0.047191,0.94006,0.23497,0.9621,0.13838,39.877,-30.869,128.97,-578.16,-0.017022,0.18494,-0.57878,-0.032346,0.19877,-0.65916,0.007053,0.19609,-0.64774,0.055453,0.17861,-0.58095
7662,0.76777,-0.037469,0.63962,0.14295,0.98314,-0.114,-0.62457,0.17896,0.76019,8.5285,39.764,2.7939,0.078172,0.33734,0.048143,0.9369,0.2236,0.9649,0.13771,40.926,-32.963,128.69,-578.27,-0.0192,0.18468,-0.57846,-0.03294,0.19872,-0.65908,0.006238,0.19608,-0.64691,0.053324,0.17838,-0.57928
7665,0.7554,-0.033632,0.65441,0.14041,0.98379,-0.11152,-0.64005,0.17613,0.74787,8.4812,40.875,2.5493,0.07702,0.3466,0.046601,0.93368,0.21508,0.96789,0.13014,41.967,-34.365,128.32,-578.16,-0.021251,0.18446,-0.57813,-0.033495,0.19828,-0.65913,0.005427,0.19609,-0.64605,0.051295,0.17827,-0.57762
7669,0.73688,-0.031723,0.67528,0.14062,0.98424,-0.1072,-0.66124,0.17395,0.72973,8.3575,42.476,2.4651,0.075675,0.35974,0.046386,0.92882,0.20424,0.97088,0.12519,43.496,-36.963,128.09,-578.42,-0.024307,0.18434,-0.57803,-0.034312,0.19805,-0.65937,0.004211,0.19617,-0.64515,0.048216,0.17817,-0.57555
7672,0.72376,-0.034848,0.68917,0.14543,0.98399,-0.10298,-0.67455,0.17476,0.71724,8.1704,43.565,2.7566,0.075037,0.36844,0.048707,0.92534,0.19791,0.97177,0.12847,44.561,-39.616,128.11,-579.03,-0.026548,0.18426,-0.57828,-0.034972,0.19822,-0.65972,0.0033321,0.19603,-0.64488,0.045925,0.17806,-0.57444
7675,0.71156,-0.034338,0.70179,0.14654,0.98409,-0.10043,-0.68718,0.1743,0.70527,8.1043,44.571,2.7628,0.074486,0.37658,0.04904,0.92208,0.19247,0.97309,0.12672,45.536,-41.195,127.92,-579.72,-0.028184,0.18408,-0.57874,-0.035197,0.19802,-0.66033,0.0028629,0.19586,-0.64479,0.044208,0.17792,-0.57358
7678,0.69689,-0.035965,0.71627,0.14833,0.98437,-0.094892,-0.70167,0.17237,0.69134,7.8154,45.747,2.9543,0.072767,0.38605,0.050177,0.91823,0.18374,0.97478,0.1267,46.662,-43.001,127.69,-580.67,-0.030002,0.18385,-0.57928,-0.035322,0.19801,-0.66093,0.0023858,0.19579,-0.64463,0.0423,0.1777,-0.5726
7681,0.68337,-0.034524,0.72926,0.15104,0.98396,-0.094955,-0.71428,0.17504,0.67762,7.9769,46.824,2.8921,0.073812,0.39464,0.05073,0.91446,0.1824,0.9752,0.12536,47.742,-44.82,127.95,-580.9,-0.031972,0.18414,-0.57946,-0.035747,0.198,-0.66129,0.0016244,0.19592,-0.64421,0.040178,0.17784,-0.57154
7684,0.67063,-0.030214,0.74118,0.14995,0.98407,-0.095558,-0.72648,0.17522,0.66447,8.1836,47.832,2.5796,0.074313,0.40279,0.049444,0.91093,0.18013,0.97632,0.11985,48.732,-46.316,127.95,-581.0,-0.033941,0.18424,-0.57958,-0.036309,0.19772,-0.6616,0.00071257,0.196,-0.64375,0.038085,0.17798,-0.5704
7688,0.65494,-0.027593,0.75518,0.14806,0.98465,-0.092432,-0.74104,0.17235,0.64897,8.1061,49.041,2.4125,0.073006,0.41254,0.048432,0.90672,0.17311,0.97818,0.11484,49.888,-48.321,127.59,-581.28,-0.03645,0.18399,-0.57966,-0.037137,0.19736,-0.66178,-0.00048784,0.19597,-0.64308,0.035368,0.17786,-0.56907
7690,0.6464,-0.030607,0.76239,0.14051,0.98688,-0.079509,-0.74995,0.15851,0.64222,7.0575,49.675,2.711,0.065758,0.41781,0.047273,0.90492,0.15451,0.98173,0.11108,50.376,-49.449,126.83,-582.33,-0.037622,0.18321,-0.57982,-0.037519,0.19768,-0.6616,-0.00098429,0.19606,-0.64268,0.034126,0.17786,-0.56828
7693,0.631,-0.033084,0.77508,0.14364,0.9868,-0.074816,-0.76237,0.15854,0.62742,6.8,50.812,3.0013,0.064769,0.42672,0.04905,0.90072,0.1491,0.98235,0.11292,51.493,-51.658,126.65,-582.6,-0.039609,0.18296,-0.57971,-0.037842,0.19766,-0.66143,-0.0017004,0.19582,-0.64185,0.03193,0.17761,-0.5668
7698,0.61388,-0.031403,0.78877,0.14022,0.98766,-0.069805,-0.77685,0.15345,0.61071,6.5207,52.071,2.9284,0.062283,0.43677,0.047877,0.89614,0.14035,0.98421,0.10789,52.69,-53.405,126.11,-582.53,-0.04194,0.18253,-0.57933,-0.038408,0.19732,-0.6611,-0.0027785,0.19578,-0.6406,0.0293,0.17738,-0.56496
7703,0.59628,-0.029177,0.80224,0.13744,0.9883,-0.066209,-0.79092,0.14974,0.59331,6.3674,53.345,2.8013,0.060569,0.44685,0.046732,0.89133,0.1336,0.98566,0.10308,53.918,-55.643,125.69,-582.93,-0.044509,0.18216,-0.57945,-0.039225,0.19701,-0.66112,-0.0040178,0.19562,-0.63985,0.026403,0.17728,-0.56341
7706,0.58387,-0.02531,0.81145,0.13836,0.98799,-0.068742,-0.79997,0.15241,0.58036,6.755,54.238,2.4822,0.062281,0.4538,0.046094,0.88773,0.13528,0.98573,0.10012,54.822,-57.003,125.7,-583.01,-0.046261,0.18225,-0.57973,-0.039707,0.1966,-0.66146,-0.0048596,0.19555,-0.63954,0.024374,0.17725,-0.56268
7709,0.57108,-0.02846,0.8204,0.13989,0.98815,-0.063096,-0.80889,0.1508,0.5683,6.3354,55.125,2.853,0.060474,0.46064,0.047597,0.88424,0.12949,0.98633,0.10191,55.683,-58.881,125.61,-583.81,-0.048025,0.18212,-0.58012,-0.040209,0.1968,-0.66162,-0.0056914,0.19555,-0.63918,0.022301,0.17712,-0.56194
7713,0.55284,-0.024064,0.83294,0.13749,0.98852,-0.062696,-0.82187,0.14918,0.5498,6.5057,56.402,2.4924,0.060256,0.47061,0.045945,0.87908,0.12641,0.98728,0.096387,56.936,-61.316,125.3,-584.57,-0.050599,0.18182,-0.58073,-0.041,0.19639,-0.66213,-0.0070512,0.19521,-0.63891,0.0193,0.17725,-0.56094
7716,0.53362,-0.016931,0.84556,0.12902,0.98973,-0.061602,-0.83583,0.14196,0.53032,6.6257,57.732,1.8173,0.058245,0.48109,0.041759,0.87374,0.11975,0.98909,0.085854,58.208,-63.079,124.64,-585.22,-0.053481,0.18136,-0.58144,-0.042153,0.19569,-0.66273,-0.0086666,0.19524,-0.63861,0.016099,0.17723,-0.5602
